Loan_ID,Group_ID,Group_Size,Years_in_Group,Group_Savings,Group_Loan_Repayment_Rate,Meeting_Attendance_Pct,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000794,WSHG0146,15,4,75584.06,0.72,67.8,Female,No,0,Not Graduate,Yes,4858,3545,174.0,300,1.0,Rural,Y
LP000795,WSHG0177,13,10,70723.96,0.63,84.1,Female,Yes,1,Not Graduate,,11293,1213,257.0,180,1.0,Semiurban,Y
LP000796,WSHG0011,11,9,12692.6,0.67,83.1,Female,Yes,3+,Not Graduate,Yes,2414,2931,335.0,300,1.0,Semiurban,Y
LP000797,WSHG0085,11,6,34454.81,0.65,85.8,Female,Yes,0,Not Graduate,Yes,3344,418,105.0,300,0.0,Rural,N
LP000798,WSHG0026,18,5,46502.84,0.65,63.4,Female,Yes,2,Not Graduate,Yes,3495,3781,252.0,300,1.0,Semiurban,Y
LP000799,WSHG0063,14,3,42734.94,0.81,65.8,Female,Yes,2,Graduate,Yes,9125,4960,206.0,360,1.0,Semiurban,Y
LP000800,WSHG0086,13,9,19539.73,0.7,56.3,Female,Yes,0,Not Graduate,Yes,1594,788,218.0,360,1.0,Rural,N
LP000801,WSHG0059,19,5,69411.26,0.74,82.8,Female,Yes,3+,Not Graduate,Yes,10184,1871,331.0,360,1.0,Semiurban,Y
LP000802,WSHG0027,10,5,55770.56,1.0,52.0,Female,Yes,1,Not Graduate,No,4569,4590,75.0,360,0.0,Semiurban,N
LP000803,WSHG0177,16,14,67843.13,0.87,79.9,Female,No,1,Graduate,Yes,1649,2025,46.0,360,0.0,Rural,N
LP000804,WSHG0161,12,4,69407.32,0.98,93.5,Female,No,2,Not Graduate,Yes,2546,2446,95.0,360,1.0,Semiurban,Y
LP000805,WSHG0098,15,14,61126.69,0.66,94.5,Female,Yes,0,Not Graduate,Yes,4303,4823,389.0,360,1.0,Urban,Y
LP000806,WSHG0105,14,4,37940.8,0.75,72.5,Female,Yes,2,Not Graduate,No,6834,560,290.0,360,1.0,Semiurban,Y
LP000807,WSHG0099,14,12,50791.01,0.82,73.0,Female,Yes,0,Not Graduate,Yes,10090,2651,152.0,360,1.0,Rural,Y
LP000808,WSHG0129,14,1,17027.41,0.63,53.8,Female,No,2,Not Graduate,No,5976,3904,260.0,120,1.0,Urban,N
LP000809,WSHG0149,10,7,55523.41,0.6,83.5,Female,,1,Not Graduate,No,8776,539,154.0,360,1.0,Semiurban,Y
LP000810,WSHG0055,10,9,18443.99,0.87,91.1,Female,Yes,2,Graduate,Yes,2051,4755,141.0,480,1.0,Rural,Y
LP000811,WSHG0006,12,3,57046.22,0.86,62.2,Female,No,0,Graduate,Yes,9986,3136,301.0,360,0.0,Rural,N
LP000812,WSHG0197,19,12,22219.86,0.76,71.1,Female,Yes,2,Graduate,No,2643,3289,110.0,120,1.0,Semiurban,Y
LP000813,WSHG0095,13,13,13816.35,0.8,91.9,Female,Yes,2,Graduate,No,1955,2610,275.0,300,0.0,Urban,N
LP000814,WSHG0133,14,2,17396.34,0.77,93.9,Female,Yes,1,Not Graduate,No,11245,4912,376.0,360,0.0,Rural,N
LP000815,WSHG0102,11,3,5149.41,0.61,62.2,Female,No,2,Not Graduate,Yes,9860,1944,357.0,480,1.0,Rural,N
LP000816,WSHG0003,17,1,58905.47,0.73,77.5,Female,No,1,Not Graduate,Yes,3446,3145,244.0,300,1.0,Semiurban,Y
LP000817,WSHG0181,11,6,59930.08,0.67,59.6,Female,No,3+,Graduate,Yes,7615,2758,381.0,360,0.0,Urban,N
LP000818,WSHG0023,18,11,43620.0,0.64,55.1,Female,Yes,1,Graduate,Yes,8810,3260,264.0,360,0.0,Rural,N
LP000819,WSHG0053,11,11,17102.21,0.98,95.6,Female,Yes,2,Not Graduate,Yes,7680,4107,396.0,180,1.0,Urban,Y
LP000820,WSHG0165,18,7,11266.58,0.84,91.0,Female,No,2,Not Graduate,No,7317,1895,111.0,360,1.0,Semiurban,Y
LP000821,WSHG0083,16,11,6434.67,0.89,88.0,Female,No,1,Graduate,Yes,6880,2500,323.0,300,1.0,Semiurban,Y
LP000822,WSHG0145,17,11,17431.11,0.73,52.4,Female,Yes,0,Not Graduate,No,7874,2829,339.0,360,0.0,Semiurban,N
LP000823,WSHG0085,11,2,71814.17,0.76,92.2,Female,No,1,Not Graduate,No,9945,3873,105.0,360,0.0,Rural,N
LP000824,WSHG0078,16,8,23115.26,0.69,71.9,Female,Yes,2,Graduate,Yes,9570,47,44.0,360,0.0,Semiurban,N
LP000825,WSHG0110,15,14,31570.35,0.64,67.1,Female,Yes,0,Not Graduate,No,2820,2364,249.0,360,0.0,Urban,N
LP000826,WSHG0001,13,6,12900.91,0.67,77.3,Female,No,1,Graduate,,8623,2256,259.0,300,1.0,Rural,Y
LP000827,WSHG0051,16,14,21677.1,0.92,54.6,Female,Yes,2,Not Graduate,No,7653,4672,294.0,360,,Semiurban,Y
LP000828,WSHG0173,13,4,43941.84,0.87,87.8,Female,No,1,Not Graduate,,8089,753,293.0,360,1.0,Rural,Y
LP000829,WSHG0004,11,5,50581.45,0.82,79.1,Female,Yes,2,Graduate,Yes,5107,2802,139.0,360,1.0,Rural,Y
LP000830,WSHG0190,19,8,23401.42,0.79,59.3,Female,Yes,0,Not Graduate,No,11817,4649,336.0,300,1.0,Semiurban,N
LP000831,WSHG0193,16,14,9329.91,0.97,59.4,Female,No,0,Not Graduate,Yes,11932,3652,229.0,120,0.0,Rural,N
LP000832,WSHG0113,17,3,34327.47,0.63,59.2,Female,No,2,Not Graduate,No,1900,402,255.0,300,0.0,Semiurban,N
LP000833,WSHG0032,11,3,22565.25,0.71,52.9,Female,Yes,0,Graduate,Yes,11848,2086,214.0,360,1.0,Rural,Y
LP000834,WSHG0034,14,14,21466.54,0.74,79.4,Female,Yes,0,Graduate,Yes,7542,2227,60.0,240,1.0,Urban,Y
LP000835,WSHG0092,10,14,76989.71,0.91,92.0,Female,Yes,3+,Graduate,Yes,1862,3410,131.0,480,1.0,Rural,Y
LP000836,WSHG0095,16,11,51222.54,1.0,50.9,Female,Yes,1,Not Graduate,Yes,5351,2990,288.0,360,1.0,Rural,Y
LP000837,WSHG0072,17,4,46765.88,0.7,52.5,Female,No,3+,Not Graduate,Yes,4912,4643,128.0,360,1.0,Rural,Y
LP000838,WSHG0039,15,1,36183.13,0.95,78.6,Female,No,3+,Graduate,No,11998,1149,368.0,360,1.0,Urban,Y
LP000839,WSHG0154,14,9,37170.83,0.93,91.0,Female,Yes,0,Not Graduate,No,1584,62,328.0,360,0.0,Rural,Y
LP000840,WSHG0162,15,8,45567.88,0.69,66.3,Female,Yes,0,Not Graduate,No,3324,4939,314.0,360,1.0,Rural,Y
LP000841,WSHG0182,11,8,57232.24,0.76,67.5,Female,Yes,2,Not Graduate,No,9999,3153,295.0,300,1.0,Urban,Y
LP000842,WSHG0118,10,14,57660.96,0.76,79.8,Female,No,1,Not Graduate,Yes,11613,1008,169.0,360,1.0,Urban,Y
LP000843,WSHG0003,16,10,17877.04,0.99,63.7,Female,Yes,0,Not Graduate,No,10322,2031,,360,1.0,Urban,Y
LP000844,WSHG0123,16,6,42508.46,0.67,51.3,Female,Yes,,Not Graduate,Yes,6275,1322,315.0,360,1.0,Rural,Y
LP000845,WSHG0050,19,7,35896.86,0.92,86.8,Female,Yes,0,Not Graduate,No,9368,2081,379.0,360,1.0,Rural,Y
LP000846,WSHG0012,19,6,70289.52,0.73,81.3,Female,Yes,3+,Graduate,Yes,9119,751,245.0,180,0.0,Semiurban,N
LP000847,WSHG0193,11,9,52356.42,0.89,79.0,Female,Yes,0,Graduate,No,8918,4144,,180,1.0,Semiurban,Y
LP000848,WSHG0054,11,3,44937.8,0.77,87.1,Female,Yes,0,Graduate,No,3871,657,332.0,360,1.0,Rural,Y
LP000849,WSHG0133,10,14,13654.6,0.83,83.8,Female,No,0,Not Graduate,No,8568,1660,117.0,240,,Rural,Y
LP000850,WSHG0057,19,3,50422.84,0.93,60.3,Female,No,3+,Graduate,No,4800,700,92.0,360,1.0,Urban,Y
LP000851,WSHG0145,17,3,13790.29,0.92,67.6,Female,No,2,Graduate,No,7321,1080,308.0,300,1.0,Rural,Y
LP000852,WSHG0112,17,10,30290.49,0.95,56.3,Female,Yes,2,Not Graduate,No,9303,2156,103.0,120,0.0,Semiurban,Y
LP000853,WSHG0047,10,3,15713.15,0.62,56.5,Female,Yes,1,Graduate,Yes,8964,1540,,120,1.0,Semiurban,Y
LP000854,WSHG0151,17,9,56905.52,0.88,83.8,Female,Yes,1,Graduate,Yes,2226,3032,153.0,360,1.0,Semiurban,Y
LP000855,WSHG0085,18,12,20468.91,0.66,92.9,Female,Yes,0,Graduate,Yes,8621,1983,298.0,360,1.0,Semiurban,Y
LP000856,WSHG0142,13,4,34389.45,0.77,98.1,Female,No,1,Not Graduate,Yes,11340,314,314.0,360,1.0,Rural,Y
LP000857,WSHG0066,10,13,72175.61,0.82,81.4,Female,Yes,1,Graduate,Yes,5812,3081,150.0,480,0.0,Rural,N
LP000858,WSHG0075,10,7,20323.73,0.76,59.2,Female,Yes,2,Not Graduate,Yes,9500,4733,375.0,240,1.0,Semiurban,Y
LP000859,WSHG0179,12,14,43085.38,0.81,55.3,Female,No,0,Not Graduate,Yes,10961,2314,241.0,240,1.0,Rural,Y
LP000860,WSHG0103,14,9,36445.37,1.0,90.6,Female,,,Not Graduate,No,6043,2135,177.0,360,1.0,Semiurban,Y
LP000861,WSHG0166,14,11,6359.3,0.65,78.9,Female,Yes,0,Not Graduate,No,9514,1649,107.0,360,0.0,Semiurban,N
LP000862,WSHG0192,18,12,64456.86,0.87,80.9,Female,Yes,3+,Not Graduate,Yes,1818,3219,394.0,300,1.0,Semiurban,Y
LP000863,WSHG0038,19,7,10178.44,0.76,89.1,Female,Yes,0,Graduate,Yes,4975,3800,43.0,480,1.0,Rural,Y
LP000864,WSHG0050,11,9,40569.13,0.65,85.2,Female,Yes,1,Graduate,Yes,6653,2478,165.0,480,1.0,Rural,Y
LP000865,WSHG0098,11,12,47050.87,0.66,91.7,Female,Yes,1,Graduate,Yes,5634,4067,333.0,120,0.0,Semiurban,N
LP000866,WSHG0082,15,3,52131.98,0.98,52.8,Female,Yes,1,Graduate,No,3102,1775,309.0,240,1.0,Rural,Y
LP000867,WSHG0030,18,4,56647.37,0.95,87.4,Female,No,,Graduate,Yes,3756,1966,108.0,360,,Urban,Y
LP000868,WSHG0079,10,14,23995.43,0.96,92.5,Female,Yes,1,Graduate,Yes,10521,1767,272.0,300,0.0,Urban,N
LP000869,WSHG0091,18,8,5748.41,1.0,64.3,Female,Yes,1,Not Graduate,No,10547,3815,222.0,180,1.0,Rural,Y
LP000870,WSHG0179,18,6,59258.27,0.68,82.0,Female,Yes,2,Not Graduate,No,8819,241,271.0,360,1.0,Rural,Y
LP000871,WSHG0191,18,5,45174.24,0.74,65.7,Female,Yes,2,Graduate,,9032,4797,80.0,300,1.0,Rural,Y
LP000872,WSHG0052,14,13,67708.83,0.87,97.9,Female,No,2,Not Graduate,No,8866,2949,261.0,300,1.0,Urban,Y
LP000873,WSHG0166,18,4,66604.13,0.79,51.7,Female,Yes,0,Graduate,Yes,4148,4836,288.0,240,1.0,Rural,Y
LP000874,WSHG0079,13,8,68249.46,0.77,79.0,Female,Yes,2,Graduate,Yes,8403,4876,247.0,360,0.0,Rural,N
LP000875,WSHG0030,11,1,41382.1,0.74,58.3,Female,Yes,1,Not Graduate,Yes,3358,2256,235.0,360,1.0,Semiurban,Y
LP000876,WSHG0106,15,14,30022.13,0.84,85.6,Female,No,1,Graduate,Yes,2602,4111,343.0,240,1.0,Rural,Y
LP000877,WSHG0051,13,9,64366.87,0.83,58.8,Female,Yes,1,Graduate,Yes,3981,3368,398.0,300,0.0,Rural,N
LP000878,WSHG0081,15,1,38847.06,0.66,61.8,Female,No,1,Graduate,Yes,3320,366,340.0,360,0.0,Rural,N
LP000879,WSHG0133,12,8,18758.16,0.79,74.7,Female,Yes,0,Not Graduate,No,11771,2827,149.0,480,1.0,Semiurban,Y
LP000880,WSHG0029,15,4,69123.05,0.82,95.7,Female,Yes,0,Not Graduate,No,4658,1252,109.0,480,1.0,Rural,Y
LP000881,WSHG0132,11,9,71191.99,0.83,60.6,Female,Yes,0,Graduate,Yes,5184,2487,71.0,240,1.0,Semiurban,Y
LP000882,WSHG0138,11,14,39973.23,0.68,57.2,Female,No,2,Not Graduate,Yes,8911,4785,50.0,360,1.0,Urban,Y
LP000883,WSHG0184,18,11,10677.48,0.9,87.9,Female,No,2,Not Graduate,No,10947,3603,39.0,360,1.0,Semiurban,Y
LP000884,WSHG0145,16,5,34086.96,0.61,75.0,Female,Yes,3+,Not Graduate,Yes,5151,3521,342.0,360,1.0,Semiurban,Y
LP000885,WSHG0074,12,3,65265.32,0.74,95.6,Female,Yes,2,Not Graduate,No,11931,4942,182.0,360,1.0,Rural,Y
LP000886,WSHG0017,10,9,72633.05,0.91,57.3,Female,Yes,0,Graduate,No,11631,4517,341.0,120,1.0,Rural,Y
LP000887,WSHG0084,17,11,20260.46,0.83,82.3,Female,Yes,3+,Graduate,Yes,9207,1643,323.0,360,1.0,Rural,Y
LP000888,WSHG0069,15,14,10023.02,0.7,61.6,Female,Yes,3+,Not Graduate,Yes,9961,1212,115.0,180,1.0,Semiurban,N
LP000889,WSHG0034,16,14,70801.28,0.88,57.8,Female,No,1,Not Graduate,Yes,9607,4703,142.0,180,1.0,Rural,Y
LP000890,WSHG0006,18,9,34205.37,0.83,84.2,Female,No,,Not Graduate,Yes,8381,19,218.0,360,1.0,Rural,Y
LP000891,WSHG0053,14,4,45632.07,0.92,79.7,Female,Yes,3+,Not Graduate,Yes,7720,675,141.0,480,1.0,Rural,Y
LP000892,WSHG0194,10,11,77604.94,0.89,87.7,Female,Yes,1,Not Graduate,No,6330,4477,204.0,240,1.0,Rural,Y
LP000893,WSHG0126,19,4,9992.35,0.84,65.5,Female,No,3+,Not Graduate,Yes,6479,608,339.0,360,1.0,Semiurban,Y
LP000894,WSHG0043,16,12,53623.85,0.8,72.4,Female,No,0,Not Graduate,Yes,8834,61,331.0,300,0.0,Semiurban,N
LP000895,WSHG0115,14,8,10557.91,0.65,70.3,Female,Yes,0,Not Graduate,Yes,5275,1265,33.0,360,1.0,Rural,Y
LP000896,WSHG0111,12,2,33160.17,0.7,99.2,Female,Yes,1,Not Graduate,Yes,10804,2285,251.0,360,1.0,Semiurban,Y
LP000897,WSHG0151,18,9,65286.09,0.77,64.6,Female,Yes,1,Graduate,Yes,2148,1154,250.0,240,1.0,Semiurban,N
LP000898,WSHG0183,10,13,37510.42,0.84,64.7,Female,Yes,2,Graduate,Yes,10871,1628,200.0,240,1.0,Semiurban,Y
LP000899,WSHG0080,10,14,79788.68,0.81,67.7,Female,Yes,3+,Not Graduate,Yes,11834,1626,347.0,300,1.0,Urban,Y
LP000900,WSHG0095,10,6,46929.45,0.72,78.2,Female,Yes,1,Not Graduate,No,1516,3716,242.0,180,1.0,Rural,Y
LP000901,WSHG0118,12,9,29087.16,0.6,62.6,Female,Yes,0,Not Graduate,Yes,9808,1442,282.0,180,1.0,Rural,N
LP000902,WSHG0144,15,8,21508.35,0.8,95.8,Female,Yes,2,Not Graduate,No,7976,1653,153.0,360,1.0,Semiurban,Y
LP000903,WSHG0008,19,7,31289.04,0.71,63.3,Female,Yes,2,Graduate,Yes,7442,2502,157.0,300,0.0,Urban,N
LP000904,WSHG0132,12,13,32940.0,0.89,94.8,Female,Yes,0,Graduate,Yes,3045,3269,242.0,360,1.0,Semiurban,Y
LP000905,WSHG0104,17,14,10153.53,0.61,55.2,Female,No,1,Not Graduate,Yes,4193,281,141.0,180,1.0,Urban,Y
LP000906,WSHG0132,19,1,32718.06,0.83,82.8,Female,No,2,Graduate,No,9099,4981,114.0,360,1.0,Semiurban,Y
LP000907,WSHG0184,11,14,39817.89,0.98,95.3,Female,Yes,2,Graduate,Yes,5589,1024,33.0,300,0.0,Semiurban,Y
LP000908,WSHG0025,18,12,59205.33,0.67,58.4,Female,Yes,1,Graduate,Yes,7759,4818,94.0,180,0.0,Semiurban,N
LP000909,WSHG0195,12,3,54254.71,0.79,98.4,Female,No,1,Graduate,Yes,6558,3403,347.0,360,1.0,Rural,Y
LP000910,WSHG0096,14,11,58157.42,0.64,72.6,Female,Yes,3+,Not Graduate,Yes,10968,1235,375.0,180,1.0,Semiurban,Y
LP000911,WSHG0195,19,14,5627.28,0.85,97.3,Female,Yes,2,Graduate,Yes,4740,4182,149.0,360,1.0,Semiurban,Y
LP000912,WSHG0155,17,2,21325.05,0.82,83.8,Female,,1,Not Graduate,No,6442,4760,272.0,360,1.0,Semiurban,N
LP000913,WSHG0093,11,5,54626.32,0.76,65.1,Female,Yes,0,Graduate,Yes,5288,4957,166.0,360,1.0,Rural,Y
LP000914,WSHG0160,15,5,41299.2,0.81,59.4,Female,Yes,2,Not Graduate,No,8453,785,276.0,180,1.0,Rural,Y
LP000915,WSHG0178,14,5,5398.51,0.96,65.2,Female,No,0,Graduate,Yes,1871,3317,74.0,240,0.0,Semiurban,N
LP000916,WSHG0061,19,4,65337.1,0.68,54.7,Female,Yes,0,Not Graduate,No,8520,1667,175.0,300,1.0,Semiurban,Y
LP000917,WSHG0122,18,5,62960.72,0.61,57.2,Female,Yes,1,Not Graduate,No,8620,3008,397.0,360,0.0,Urban,N
LP000918,WSHG0051,14,3,46131.44,0.94,55.2,Female,No,0,Graduate,Yes,7202,3194,205.0,240,1.0,Rural,Y
LP000919,WSHG0147,11,12,9984.75,0.83,71.1,Female,Yes,2,Not Graduate,,9847,4789,71.0,120,1.0,Rural,Y
LP000920,WSHG0021,14,1,62488.63,0.96,89.8,Female,Yes,0,Not Graduate,No,4161,3775,326.0,300,1.0,Rural,Y
LP000921,WSHG0005,13,5,48778.52,0.84,57.1,Female,Yes,2,Graduate,Yes,8680,2446,118.0,300,1.0,Semiurban,Y
LP000922,WSHG0092,16,13,63647.0,0.92,56.5,Female,Yes,0,Graduate,Yes,8151,3790,,240,1.0,Rural,Y
LP000923,WSHG0170,15,9,61381.02,0.77,82.2,Female,Yes,0,Not Graduate,No,10156,533,257.0,300,1.0,Urban,Y
LP000924,WSHG0061,11,13,65225.16,0.9,59.9,Female,Yes,0,Not Graduate,Yes,6378,401,327.0,300,0.0,Rural,N
LP000925,WSHG0022,14,9,43850.6,0.97,54.9,Female,Yes,3+,Graduate,Yes,5815,3663,,300,1.0,Urban,Y
LP000926,WSHG0149,16,4,15524.34,0.83,58.3,Female,No,3+,Graduate,No,7658,129,96.0,300,1.0,Semiurban,Y
LP000927,WSHG0070,16,3,55336.81,0.67,96.2,Female,Yes,0,Not Graduate,Yes,11465,2339,280.0,360,1.0,Urban,Y
LP000928,WSHG0001,14,1,51535.53,0.71,91.1,Female,Yes,2,Not Graduate,No,9808,4371,70.0,120,0.0,Rural,N
LP000929,WSHG0133,18,2,60668.99,0.68,67.7,Female,Yes,2,Not Graduate,No,7974,2959,128.0,240,1.0,Semiurban,Y
LP000930,WSHG0012,13,8,17741.08,0.7,82.8,Female,Yes,3+,Graduate,No,11795,1858,335.0,300,1.0,Rural,Y
LP000931,WSHG0090,12,1,19623.14,0.72,76.9,Female,Yes,1,Not Graduate,Yes,2874,2973,389.0,300,1.0,Rural,N
LP000932,WSHG0046,13,8,71780.71,0.82,83.9,Female,No,2,Graduate,Yes,8893,4150,371.0,300,1.0,Rural,Y
LP000933,WSHG0034,14,13,61248.33,0.84,84.1,Female,Yes,,Graduate,Yes,5903,3649,108.0,360,0.0,Semiurban,N
LP000934,WSHG0177,15,7,73117.14,0.77,81.4,Female,Yes,1,Not Graduate,Yes,5046,2786,330.0,360,1.0,Rural,Y
LP000935,WSHG0078,12,8,61903.65,0.85,63.3,Female,No,3+,Not Graduate,Yes,5477,3097,228.0,240,1.0,Urban,Y
LP000936,WSHG0045,11,12,49786.65,0.63,52.0,Female,Yes,1,Graduate,Yes,10888,3512,176.0,360,1.0,Rural,Y
LP000937,WSHG0155,13,6,54059.96,0.64,72.8,Female,Yes,0,Not Graduate,Yes,4911,4860,135.0,300,1.0,Rural,Y
LP000938,WSHG0073,14,12,71684.59,0.67,94.5,Female,No,,Not Graduate,Yes,10488,1220,222.0,240,1.0,Rural,Y
LP000939,WSHG0026,13,14,48410.51,0.81,78.5,Female,No,2,Not Graduate,No,5392,641,151.0,480,1.0,Semiurban,Y
LP000940,WSHG0047,12,9,52429.35,0.69,91.6,Female,No,,Not Graduate,No,8824,3314,106.0,360,1.0,Rural,Y
LP000941,WSHG0121,17,3,16735.75,0.71,99.6,Female,Yes,1,Not Graduate,No,9842,723,341.0,480,1.0,Urban,Y
LP000942,WSHG0056,19,10,40544.09,0.76,58.2,Female,Yes,,Graduate,No,4749,4897,141.0,240,1.0,Semiurban,Y
LP000943,WSHG0094,13,4,58729.78,0.92,84.6,Female,,0,Not Graduate,Yes,1611,737,378.0,180,1.0,Urban,Y
LP000944,WSHG0107,11,13,25320.7,0.61,83.7,Female,Yes,1,Not Graduate,No,2182,4853,326.0,360,1.0,Rural,Y
LP000945,WSHG0063,11,6,20169.06,0.86,99.0,Female,Yes,3+,Not Graduate,No,2661,1299,199.0,360,1.0,Semiurban,Y
LP000946,WSHG0048,10,8,28537.01,0.87,99.3,Female,No,1,Not Graduate,Yes,8900,3480,35.0,240,0.0,Semiurban,Y
LP000947,WSHG0061,13,5,23112.55,0.92,84.3,Female,Yes,0,Not Graduate,Yes,3879,339,226.0,360,1.0,Urban,Y
LP000948,WSHG0081,19,3,21118.45,0.97,62.2,Female,No,1,Graduate,Yes,6926,152,127.0,360,1.0,Rural,Y
LP000949,WSHG0026,18,6,36863.81,0.61,89.9,Female,Yes,2,Graduate,Yes,9852,1421,358.0,300,1.0,Urban,Y
LP000950,WSHG0036,16,4,73087.89,0.66,55.4,Female,Yes,0,Not Graduate,Yes,2925,3051,259.0,360,0.0,Rural,N
LP000951,WSHG0001,19,9,43029.47,0.95,89.0,Female,Yes,3+,Graduate,Yes,5161,426,197.0,360,0.0,Semiurban,Y
LP000952,WSHG0008,16,13,19094.03,0.78,95.5,Female,No,2,Graduate,No,9969,3558,326.0,120,1.0,Rural,Y
LP000953,WSHG0113,16,3,10772.88,0.83,69.1,Female,Yes,0,Not Graduate,Yes,11248,1135,294.0,480,1.0,Rural,Y
LP000954,WSHG0099,17,4,57211.71,0.87,81.5,Female,Yes,2,Not Graduate,Yes,8540,2372,37.0,300,1.0,Rural,Y
LP000955,WSHG0180,10,7,33709.91,0.87,71.5,Female,No,1,Graduate,No,6092,3329,201.0,180,1.0,Urban,Y
LP000956,WSHG0047,19,7,66637.32,0.97,71.9,Female,No,1,Not Graduate,Yes,9030,949,389.0,360,1.0,Urban,Y
LP000957,WSHG0127,19,12,54463.31,1.0,65.5,Female,No,2,Not Graduate,No,11607,1373,224.0,480,1.0,Rural,Y
LP000958,WSHG0056,17,12,64718.11,0.89,88.1,Female,Yes,3+,Not Graduate,Yes,4607,956,298.0,360,0.0,Urban,N
LP000959,WSHG0014,13,4,25395.95,0.71,96.8,Female,Yes,0,Not Graduate,No,1802,1701,48.0,360,1.0,Semiurban,N
LP000960,WSHG0028,13,6,56926.92,0.95,97.0,Female,No,1,Graduate,,6033,2941,383.0,360,1.0,Semiurban,Y
LP000961,WSHG0078,13,12,24804.65,0.62,58.7,Female,Yes,1,Graduate,Yes,4273,2482,381.0,480,1.0,Rural,N
LP000962,WSHG0130,15,13,75430.14,0.69,93.7,Female,Yes,1,Graduate,Yes,8699,1303,78.0,120,1.0,Semiurban,Y
LP000963,WSHG0109,16,3,52728.07,0.96,86.9,Female,Yes,1,Not Graduate,No,5781,370,385.0,360,0.0,Rural,Y
LP000964,WSHG0154,15,6,29338.39,0.7,62.6,Female,No,0,Not Graduate,No,6268,2980,367.0,360,1.0,Rural,N
LP000965,WSHG0014,10,12,25213.39,0.69,53.4,Female,Yes,2,Not Graduate,Yes,2500,2296,187.0,120,1.0,Semiurban,N
LP000966,WSHG0187,17,2,19319.49,0.66,63.4,Female,No,1,Not Graduate,No,3218,4798,,360,1.0,Urban,Y
LP000967,WSHG0056,19,8,57098.07,0.94,95.6,Female,Yes,0,Not Graduate,Yes,8669,2125,,360,1.0,Semiurban,Y
LP000968,WSHG0115,16,2,21403.67,0.8,81.7,Female,Yes,2,Not Graduate,No,8861,2966,88.0,360,1.0,Urban,Y
LP000969,WSHG0007,15,11,49647.74,0.87,86.1,Female,Yes,2,Graduate,No,5330,4145,338.0,180,0.0,Urban,Y
LP000970,WSHG0003,15,7,24847.63,0.7,62.9,Female,Yes,1,Graduate,Yes,8654,2742,337.0,360,1.0,Rural,Y
LP000971,WSHG0111,14,9,54647.67,0.9,86.0,Female,Yes,0,Not Graduate,Yes,6520,4021,366.0,180,1.0,Rural,Y
LP000972,WSHG0151,15,1,66120.48,0.9,51.4,Female,Yes,2,Graduate,No,4382,2364,188.0,300,0.0,Semiurban,N
LP000973,WSHG0107,18,8,63351.89,0.73,68.8,Female,Yes,0,Graduate,No,2498,762,300.0,360,1.0,Urban,N
LP000974,WSHG0018,19,7,62063.85,0.76,81.3,Female,No,0,Not Graduate,No,1784,4062,150.0,360,1.0,Urban,Y
LP000975,WSHG0038,18,6,19079.18,0.68,57.3,Female,No,2,Graduate,No,10112,1004,283.0,300,1.0,Semiurban,Y
LP000976,WSHG0115,19,6,11628.87,0.99,91.2,Female,No,0,Not Graduate,Yes,3660,3755,,120,1.0,Semiurban,Y
LP000977,WSHG0015,17,6,57421.16,0.86,61.8,Female,Yes,0,Graduate,No,4565,2846,164.0,360,0.0,Semiurban,N
LP000978,WSHG0192,19,9,32626.04,0.97,82.6,Female,Yes,0,Graduate,Yes,11967,349,303.0,480,1.0,Rural,Y
LP000979,WSHG0119,18,2,37425.97,0.72,70.3,Female,Yes,0,Graduate,No,2994,2964,85.0,480,1.0,Rural,Y
LP000980,WSHG0028,19,1,7336.18,0.91,79.8,Female,No,0,Not Graduate,Yes,6123,686,360.0,360,1.0,Semiurban,Y
LP000981,WSHG0039,17,13,24468.23,0.91,55.4,Female,No,3+,Graduate,Yes,4043,4637,125.0,180,1.0,Urban,Y
LP000982,WSHG0185,17,12,7525.73,0.88,50.8,Female,No,0,Not Graduate,Yes,11533,3126,143.0,240,1.0,Urban,Y
LP000983,WSHG0017,10,6,70938.93,0.99,95.5,Female,Yes,0,Not Graduate,Yes,6300,4456,386.0,240,1.0,Rural,Y
LP000984,WSHG0086,19,10,23254.75,0.76,63.5,Female,Yes,0,Not Graduate,Yes,10413,2755,57.0,300,0.0,Semiurban,N
LP000985,WSHG0126,14,11,46800.29,0.65,91.0,Female,Yes,3+,Graduate,No,2901,3524,335.0,240,1.0,Urban,Y
LP000986,WSHG0044,13,8,7923.45,0.87,100.0,Female,,1,Not Graduate,,1945,3624,31.0,240,1.0,Semiurban,Y
LP000987,WSHG0025,11,3,55013.55,0.89,60.6,Female,Yes,1,Not Graduate,Yes,6022,2732,241.0,360,1.0,Rural,Y
LP000988,WSHG0145,17,12,29227.05,0.83,63.3,Female,No,3+,Not Graduate,No,5267,1693,97.0,300,1.0,Semiurban,N
LP000989,WSHG0013,12,10,72343.94,0.68,83.1,Female,Yes,1,Not Graduate,No,4051,2892,157.0,360,1.0,Semiurban,Y
LP000990,WSHG0025,13,1,71608.86,0.8,98.3,Female,Yes,1,Graduate,,7146,3811,362.0,480,1.0,Semiurban,Y
LP000991,WSHG0068,16,9,29396.8,0.72,95.8,Female,Yes,0,Not Graduate,Yes,11659,4180,53.0,360,1.0,Semiurban,Y
